Pressione, Can A in funzione di Posizione, Can 1 e 2, Raccolta #3
Posizione, Can 1 e 2 ( m )	Pressione, Can A ( kPa )
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,903
0,006062	0,908
0,006062	0,908
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,908
0,006062	0,903
0,006062	0,908
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,898
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,898
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,903
0,006062	0,908
0,006062	0,908
0,006062	0,903
0,006062	0,908
0,006062	0,903
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,908
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,908
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,917
0,006062	0,913
0,006062	0,917
0,006062	0,917
0,006062	0,917
0,006062	0,913
0,006062	0,917
0,006062	0,917
0,006062	0,922
0,006062	0,917
0,006062	0,922
0,006062	0,917
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,922
0,006062	0,927
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,937
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,937
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,942
0,006125	0,942
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,932
0,006125	0,937
0,006125	0,932
0,006125	0,932
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,937
0,006125	0,932
0,006125	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,932
0,006187	0,932
0,006187	0,932
0,006187	0,932
0,006187	0,932
0,006187	0,932
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,942
0,006187	0,937
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,942
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,932
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006187	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,942
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,942
0,006250	0,942
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,942
0,006250	0,937
0,006250	0,937
0,006250	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,942
0,006312	0,937
0,006312	0,942
0,006312	0,932
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,932
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,932
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,937
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,937
0,006312	0,932
0,006312	0,937
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,937
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,937
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,932
0,006312	0,927
0,006312	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,922
0,006375	0,932
0,006375	0,932
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,932
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,927
0,006375	0,922
0,006375	0,927
0,006375	0,922
0,006375	0,932
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,927
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,917
0,006375	0,922
0,006375	0,917
0,006375	0,922
0,006375	0,922
0,006375	0,922
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,917
0,006375	0,913
0,006375	0,913
0,006375	0,917
0,006375	0,913
0,006375	0,913
0,006375	0,917
0,006375	0,913
0,006375	0,913
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,913
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,908
0,006375	0,913
0,006375	0,908
0,006375	0,908
0,006375	0,908
0,006375	0,908
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,908
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,903
0,006375	0,898
0,006375	0,898
0,006375	0,898
0,006375	0,903
0,006375	0,898
0,006375	0,903
0,006375	0,893
0,006375	0,898
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,888
0,006375	0,893
0,006375	0,893
0,006375	0,898
0,006375	0,898
0,006375	0,893
0,006375	0,893
0,006375	0,893
0,006375	0,898
0,006375	0,893
0,006375	0,883
0,006375	0,854
0,006437	0,815
0,006437	0,756
0,006500	0,693
0,006562	0,605
0,006625	0,507
0,006687	0,434
0,006812	0,419
0,006938	0,414
0,007000	0,385
0,007062	0,336
0,007125	0,307
0,007062	0,327
0,007062	0,356
0,007062	0,366
0,007000	0,356
0,007000	0,356
0,007000	0,361
0,007000	0,366
0,007000	0,375
0,007000	0,375
0,007000	0,380
0,007000	0,375
0,007000	0,375
0,007000	0,375
0,007000	0,375
0,007000	0,375
0,007000	0,380
0,007000	0,380
0,007000	0,375
0,007000	0,380
0,007000	0,380
0,007000	0,380
0,007000	0,380
0,007000	0,375
0,007000	0,380
0,007000	0,380
0,007000	0,385
0,007000	0,380
0,007000	0,385
0,007000	0,380
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,380
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,380
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,380
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,390
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,390
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,385
0,007000	0,390
0,007000	0,385
0,007000	0,385
0,007000	0,390
0,007000	0,390
0,007000	0,385
0,007000	0,385
0,007000	0,390
0,007000	0,390
0,007000	0,385
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,385
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,390
0,007000	0,395
0,007000	0,390
0,007000	0,390
0,007000	0,390
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,395
0,007000	0,400
0,007000	0,395
0,007000	0,395
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007000	0,395
0,007000	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,395
0,007062	0,400
0,007062	0,405
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,395
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,400
0,007062	0,405
0,007062	0,400
0,007062	0,400
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,395
0,007125	0,395
0,007125	0,395
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,395
0,007125	0,395
0,007125	0,395
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,395
0,007125	0,395
0,007125	0,395
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,395
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,400
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,405
0,007125	0,400
0,007125	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,405
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,405
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,405
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,405
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,405
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,395
0,007187	0,400
0,007187	0,405
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,400
0,007187	0,395
0,007187	0,395
0,007187	0,400
0,007187	0,400
0,007187	0,395
0,007187	0,400
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,400
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,395
0,007187	0,390
0,007187	0,395
0,007187	0,390
0,007187	0,390
0,007187	0,390
0,007187	0,390
0,007187	0,390
0,007187	0,390
0,007187	0,385
0,007187	0,390
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,385
0,007187	0,380
0,007187	0,385
0,007187	0,380
0,007187	0,385
0,007187	0,380
0,007187	0,385
0,007187	0,380
0,007187	0,380
0,007187	0,375
0,007187	0,385
0,007187	0,380
0,007187	0,380
0,007187	0,375
0,007187	0,380
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,375
0,007187	0,370
0,007187	0,370
0,007187	0,370
0,007187	0,375
0,007187	0,370
0,007187	0,370
0,007187	0,370
0,007187	0,370
0,007187	0,370
0,007187	0,370
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,366
0,007187	0,361
0,007187	0,366
0,007187	0,361
0,007187	0,366
0,007187	0,361
0,007187	0,361
0,007187	0,361
0,007187	0,356
0,007187	0,361
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,351
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,356
0,007187	0,351
0,007187	0,351
0,007187	0,351
0,007187	0,351
0,007187	0,351
0,007187	0,351
0,007187	0,346
0,007187	0,351
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,351
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,341
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,341
0,007187	0,346
0,007187	0,341
0,007187	0,346
0,007187	0,346
0,007187	0,346
0,007187	0,336
0,007187	0,346
0,007125	0,341
0,007125	0,336
0,007125	0,336
0,007125	0,346
0,007125	0,336
0,007125	0,341
0,007125	0,336
0,007125	0,336
0,007125	0,341
0,007125	0,346
0,007125	0,336
0,007125	0,346
0,007125	0,336
0,007125	0,346
0,007125	0,336
0,007125	0,346
0,007062	0,336
0,007062	0,346
0,007062	0,336
0,007062	0,336
0,007062	0,336
0,007062	0,346
0,007062	0,336
0,007062	0,346
0,007062	0,336
0,007062	0,336
0,007062	0,336
0,007062	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,007000	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006938	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006875	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006812	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006750	0,336
0,006687	0,336
0,006687	0,336
0,006687	0,336
0,006687	0,336
0,006687	0,336
0,006687	0,336
0,006687	0,336
0,006625	0,336
0,006625	0,346
0,006625	0,336
0,006625	0,341
0,006625	0,336
0,006625	0,336
0,006625	0,336
0,006625	0,336
0,006562	0,336
0,006562	0,336
0,006562	0,336
0,006562	0,336
0,006562	0,336
0,006562	0,336
0,006562	0,336
0,006500	0,336
0,006500	0,336
0,006500	0,336
0,006500	0,336
0,006500	0,346
0,006500	0,336
0,006500	0,336
0,006437	0,336
0,006437	0,336
0,006437	0,336
0,006437	0,336
0,006437	0,336
0,006437	0,336
0,006437	0,336
0,006375	0,336
0,006375	0,336
0,006375	0,336
0,006375	0,336
0,006375	0,336
0,006375	0,331
0,006375	0,336
0,006312	0,336
0,006312	0,336
0,006312	0,336
0,006312	0,336
0,006312	0,336
0,006312	0,336
0,006250	0,336
0,006250	0,336
0,006250	0,336
0,006250	0,336
0,006250	0,336
0,006250	0,336
0,006187	0,336
0,006187	0,336
0,006187	0,331
0,006187	0,336
0,006187	0,336
0,006187	0,336
0,006125	0,336
0,006125	0,336
0,006125	0,336
0,006125	0,336
0,006125	0,336
0,006125	0,336
0,006062	0,336
0,006062	0,336
0,006062	0,331
0,006062	0,336
0,006062	0,336
0,006062	0,336
0,006062	0,336
0,006000	0,336
0,006000	0,331
0,006000	0,336
0,006000	0,336
0,006000	0,336
0,005937	0,331
0,005937	0,336
0,005937	0,331
0,005937	0,336
0,005937	0,331
0,005937	0,336
0,005937	0,331
0,005875	0,336
0,005875	0,331
0,005875	0,336
0,005875	0,331
0,005875	0,331
0,005875	0,331
0,005812	0,336
0,005812	0,336
0,005812	0,336
0,005812	0,336
